Registration No.,Name,Age,Gender,Education,Interest,Emotional Stability (%),Conscientiousness (%),Openness (%),Thinking Score,Extroversion (%),Agreeableness (%),Neuroticism (%),Dominance (%),Risk Taking (%)
6912,Ananya,76,Female,Graduation,Traveling,90,51,66,96,40,76,88,19,22
6913,Krishna,65,Female,Graduation,Dancing,59,65,24,32,37,17,98,15,23
6917,Riya,76,Female,Post Graduation,Gaming,11,64,37,21,82,20,41,37,84
6924,Aarav,25,Male,Post Graduation,Gaming,19,59,39,4,32,12,66,18,75
6937,Kabir,82,Female,Post Graduation,Reading,67,6,91,73,93,34,93,4,59
6948,Priya,81,Female,School,Photography,61,46,6,65,14,56,81,96,26
6953,Aryan,35,Male,Post Graduation,Writing,52,98,34,74,43,76,60,26,30
6960,Vihaan,55,Male,Graduation,Gaming,96,19,40,44,87,43,5,91,67
6970,Ananya,52,Male,Post Graduation,Traveling,61,80,32,53,5,45,74,54,91
6973,Aarav,47,Male,School,Reading,79,96,9,65,49,49,16,39,35
6977,Aanya,21,Male,School,Sports,94,12,95,59,12,7,72,53,79
6995,Myra,91,Male,Graduation,Gaming,62,57,51,87,44,70,62,56,28
7000,Ishita,58,Female,School,Gaming,23,73,65,39,88,4,0,30,4
7004,Vihaan,63,Male,School,Traveling,38,28,3,7,100,36,7,63,56
7005,Arjun,55,Female,Post Graduation,Cooking,89,51,33,23,32,36,22,4,5
7015,Ishita,9,Female,School,Painting,69,31,65,52,18,16,63,5,67
7019,Zara,52,Male,Graduation,Music,5,85,18,36,6,76,16,20,66
7042,Kabir,31,Male,Graduation,Reading,83,43,100,32,31,55,89,79,71
7052,Myra,64,Male,Post Graduation,Dancing,33,44,96,99,75,44,71,28,74
7063,Sanya,78,Male,Graduation,Gaming,91,15,63,28,13,92,9,7,92
7069,Aarav,29,Male,School,Gaming,48,41,13,77,33,20,10,32,19
7073,Diya,93,Male,School,Sports,67,77,90,39,72,26,31,64,84
7078,Arjun,8,Female,Graduation,Traveling,76,54,40,91,8,38,1,94,15
7089,Myra,64,Male,Graduation,Traveling,58,82,71,46,66,7,1,55,47
7092,Tanvi,40,Male,Graduation,Sports,78,22,83,97,87,31,79,39,41
7097,Riya,10,Male,School,Music,29,95,69,33,24,80,87,57,95
7099,Tanvi,37,Male,Graduation,Reading,90,5,11,44,70,71,60,15,23
7101,Zara,50,Female,School,Painting,76,40,30,2,39,72,33,49,44
7105,Priya,54,Male,School,Reading,5,95,29,15,32,50,91,63,92
7106,Aryan,54,Male,Graduation,Photography,57,24,81,64,21,92,40,41,29
7112,Priya,21,Male,Graduation,Reading,70,20,58,56,21,81,61,56,99
7115,Krishna,76,Female,Graduation,Dancing,49,16,43,29,99,27,12,14,38
7125,Vivaan,35,Female,School,Sports,8,74,5,72,81,65,29,96,60
7129,Kabir,98,Female,Graduation,Cooking,7,98,71,37,22,99,37,97,79
7138,Priya,27,Female,School,Gaming,9,5,10,83,95,36,61,38,17
7139,Sanya,97,Female,Graduation,Reading,74,74,75,60,21,43,60,43,71
7141,Sanya,64,Male,School,Sports,82,91,24,10,6,62,8,24,20
7142,Vihaan,81,Female,Graduation,Writing,99,42,99,3,17,21,22,20,22
7145,Vivaan,86,Female,Graduation,Writing,90,54,62,25,16,26,30,30,86
7146,Ishita,18,Male,Post Graduation,Photography,10,23,98,70,55,70,55,10,14
7157,Vihaan,98,Female,Graduation,Dancing,37,54,94,2,84,60,4,53,93
7160,Rohan,80,Male,School,Writing,88,27,39,41,49,38,68,62,16
7164,Aanya,75,Male,Graduation,Writing,24,100,61,56,75,50,30,64,24
7165,Aryan,20,Male,Graduation,Reading,14,63,9,79,85,7,46,99,7
7171,Sai,14,Female,School,Music,24,92,99,76,63,26,2,44,34
7172,Myra,36,Male,Graduation,Gaming,66,99,10,6,89,45,82,43,10
7176,Riya,18,Male,Post Graduation,Sports,9,61,48,79,68,35,14,82,71
7183,Aarav,45,Male,Post Graduation,Cooking,74,54,25,34,49,62,15,37,14
7185,Aarav,80,Male,Post Graduation,Cooking,50,26,41,99,66,72,7,9,60
7188,Myra,84,Male,Post Graduation,Dancing,24,95,6,1,14,38,72,32,81
7200,Tanvi,24,Female,Post Graduation,Gaming,19,3,27,75,39,46,88,54,96
7202,Aanya,18,Male,Graduation,Painting,6,64,23,99,7,77,72,7,60
7204,Sanya,73,Male,Post Graduation,Music,33,38,46,5,24,83,38,40,82
7206,Sanya,8,Male,Post Graduation,Reading,7,95,19,82,54,62,32,26,8
7210,Aanya,15,Male,Graduation,Sports,38,79,0,30,46,16,60,49,45
7216,Arjun,64,Female,School,Cooking,73,8,74,52,62,68,75,90,57
7217,Aditya,96,Male,Post Graduation,Reading,63,40,98,13,81,84,29,84,35
7219,Vihaan,46,Male,Post Graduation,Music,66,95,2,57,69,88,78,58,92
7222,Aarav,42,Female,Post Graduation,Music,67,25,87,9,97,97,92,98,56
7228,Priya,6,Male,Graduation,Gaming,76,42,20,69,6,97,76,63,42
7231,Sai,59,Male,Graduation,Sports,32,66,70,86,86,22,79,89,78
7237,Vivaan,95,Female,Post Graduation,Traveling,25,93,55,24,89,56,94,99,83
7253,Priya,64,Male,School,Reading,24,95,24,77,99,100,62,94,57
7258,Diya,96,Male,Graduation,Traveling,36,86,20,41,87,23,92,55,62
7272,Aarav,30,Male,Post Graduation,Cooking,22,18,64,11,68,56,7,33,7
7274,Zara,47,Female,Graduation,Traveling,73,49,57,8,36,55,88,23,88
7283,Rohan,53,Female,School,Painting,39,49,50,38,23,44,21,62,41
7303,Tanvi,91,Male,Post Graduation,Photography,43,38,0,58,70,78,23,67,100
7306,Vihaan,41,Female,School,Music,76,7,55,60,88,46,93,11,8
7312,Ishita,53,Male,Graduation,Writing,51,0,97,91,2,42,66,82,82
7328,Vivaan,16,Male,Post Graduation,Writing,77,26,79,53,34,1,43,41,32
7329,Riya,63,Female,Graduation,Sports,57,33,97,17,100,59,47,12,34
7333,Arjun,66,Male,Post Graduation,Sports,51,83,38,60,93,40,23,42,10
7336,Vivaan,78,Female,School,Photography,90,78,85,66,18,90,48,45,13
7337,Zara,47,Female,School,Music,59,94,97,80,44,88,3,75,48
7341,Vihaan,83,Female,School,Writing,35,20,5,42,51,84,93,49,43
7342,Arjun,57,Female,Post Graduation,Reading,73,68,90,57,37,30,77,44,99
7359,Aanya,71,Female,Post Graduation,Painting,32,23,9,10,69,96,90,9,70
7361,Aditya,8,Female,Graduation,Music,10,49,28,20,64,48,13,41,75
7365,Arjun,61,Female,Graduation,Dancing,40,42,21,72,83,19,56,66,46
7370,Aanya,83,Male,Graduation,Sports,18,86,95,67,19,23,99,31,28
7372,Rohan,27,Female,Post Graduation,Gaming,56,95,24,26,5,74,38,74,46
7377,Sai,48,Male,School,Writing,20,21,71,74,79,75,74,10,53
7389,Diya,16,Male,Graduation,Writing,17,71,79,40,41,61,49,34,49
7390,Sai,62,Male,School,Reading,11,49,52,18,79,79,50,10,64
7395,Aryan,94,Male,Post Graduation,Dancing,24,44,1,8,95,82,58,63,54
7396,Sai,68,Male,Graduation,Dancing,48,21,48,75,80,63,77,87,53
7411,Vivaan,39,Male,Graduation,Photography,72,72,29,45,46,69,10,8,1
7413,Aryan,16,Female,Post Graduation,Dancing,73,21,87,81,95,13,46,56,80
7417,Zara,77,Male,Graduation,Reading,40,80,31,76,70,91,14,19,2
7422,Aanya,42,Female,School,Dancing,5,34,6,72,10,10,34,87,62
7425,Aryan,77,Male,Graduation,Painting,42,6,72,86,68,61,27,81,97
7439,Zara,27,Male,School,Traveling,26,64,1,27,75,15,89,20,24
7445,Sai,70,Female,School,Cooking,28,38,59,49,5,36,40,54,25
7446,Aanya,11,Female,Graduation,Dancing,72,97,42,85,56,82,29,70,22
7447,Aanya,65,Male,Graduation,Cooking,6,96,73,22,12,57,4,39,37
7449,Aarav,33,Male,Graduation,Reading,81,9,27,49,88,10,37,68,57
7453,Aanya,56,Male,Post Graduation,Painting,24,26,4,23,77,73,62,55,95
7461,Krishna,91,Male,Graduation,Cooking,36,12,22,40,95,15,53,46,58
7462,Diya,86,Female,Graduation,Music,11,1,34,59,46,13,72,33,43
7466,Ananya,12,Female,Graduation,Gaming,0,83,16,82,7,59,57,78,94
7474,Vivaan,24,Female,School,Writing,99,63,22,83,3,69,52,36,84
7478,Riya,30,Male,School,Painting,69,65,87,76,0,99,92,99,27
7482,Aanya,16,Female,Post Graduation,Dancing,49,45,29,81,81,26,57,64,24
7487,Priya,98,Female,School,Dancing,84,87,28,32,1,79,99,0,36
7491,Tanvi,17,Male,Graduation,Writing,9,91,4,93,28,16,13,68,8
7498,Vihaan,82,Female,Post Graduation,Music,78,20,92,45,30,15,30,53,20
7499,Aditya,31,Male,Post Graduation,Cooking,69,57,73,98,81,12,0,66,41
7504,Aditya,29,Female,School,Traveling,2,86,47,29,2,84,56,1,43
7507,Aditya,18,Female,Graduation,Dancing,33,42,96,19,7,22,17,87,33
7510,Sai,39,Female,Post Graduation,Reading,18,62,100,72,68,78,11,45,57
7511,Ananya,11,Female,Graduation,Writing,7,17,19,17,41,92,12,17,22
7513,Tanvi,77,Male,School,Writing,77,82,41,38,83,65,7,68,21
7528,Tanvi,15,Male,Post Graduation,Writing,70,96,58,57,7,30,29,63,59
7531,Ananya,93,Male,Post Graduation,Photography,5,97,41,84,97,63,96,91,41
7534,Krishna,13,Female,Post Graduation,Photography,60,23,75,33,93,51,78,93,55
7544,Sanya,81,Female,Post Graduation,Writing,37,29,42,38,57,83,58,51,16
7545,Aarav,43,Male,Graduation,Gaming,58,87,15,99,65,88,44,67,0
7547,Tanvi,27,Male,School,Cooking,79,99,56,89,57,91,38,53,57
7548,Sai,66,Female,Post Graduation,Dancing,34,7,69,57,90,90,87,85,46
7552,Diya,37,Male,Post Graduation,Music,89,15,70,76,8,59,25,32,6
7557,Diya,78,Male,School,Music,12,0,69,98,82,52,32,12,21
7560,Sai,33,Female,School,Sports,28,26,31,66,96,35,50,80,74
7563,Aanya,5,Female,Post Graduation,Writing,81,72,92,27,76,10,55,38,40
7567,Zara,74,Male,School,Music,92,37,8,12,26,13,12,17,31
7571,Arjun,83,Male,Post Graduation,Traveling,45,94,46,41,50,54,96,84,16
7579,Arjun,32,Female,Graduation,Gaming,66,16,51,30,6,1,29,76,86
7583,Vihaan,82,Male,School,Gaming,4,48,31,56,33,52,4,82,94
7587,Aditya,53,Female,Graduation,Sports,95,27,6,30,11,55,92,56,97
7590,Aryan,97,Male,School,Sports,57,88,32,50,4,28,61,66,81
7595,Sai,71,Male,School,Painting,14,94,23,83,48,85,95,43,40
7597,Krishna,18,Female,School,Gaming,3,81,86,16,75,11,52,69,3
7608,Krishna,25,Female,Graduation,Writing,11,36,61,82,85,9,49,66,28
7617,Ananya,61,Female,School,Painting,45,66,29,30,50,58,0,14,72
7618,Sai,95,Female,School,Painting,69,36,47,65,31,87,60,72,81
7620,Rohan,83,Male,School,Sports,100,48,5,97,48,31,35,51,56
7621,Vihaan,55,Male,Graduation,Traveling,83,16,84,92,61,6,65,79,34
7626,Tanvi,15,Female,Graduation,Writing,26,2,80,46,50,92,52,83,68
7627,Aryan,1,Female,Graduation,Music,16,50,12,48,62,59,31,22,40
7640,Arjun,25,Male,Post Graduation,Painting,13,79,7,32,98,81,77,33,96
7643,Aditya,11,Female,Graduation,Reading,81,81,84,37,73,14,45,62,91
7648,Priya,96,Male,School,Cooking,49,75,36,64,94,17,2,70,64
7656,Riya,57,Female,Post Graduation,Dancing,44,17,41,5,95,68,26,100,69
7657,Tanvi,9,Male,Post Graduation,Writing,17,58,54,4,6,16,49,0,10
7658,Vihaan,83,Male,Graduation,Cooking,54,10,64,44,96,74,27,12,31
7671,Riya,50,Female,Post Graduation,Sports,25,13,0,8,97,39,80,15,83
7681,Riya,20,Female,Graduation,Photography,100,94,42,40,27,97,42,72,65
7687,Zara,76,Male,Post Graduation,Gaming,85,64,16,38,42,2,100,40,64
7688,Vihaan,42,Female,Graduation,Photography,97,89,58,28,54,20,62,4,53
7690,Ishita,65,Female,Post Graduation,Dancing,72,82,86,47,53,11,54,87,26
7694,Sanya,4,Male,Graduation,Photography,44,2,31,12,1,7,28,56,1
7697,Tanvi,25,Female,School,Cooking,39,52,79,33,71,74,59,23,78
7713,Diya,87,Male,Post Graduation,Music,62,5,65,25,85,11,2,56,93
7716,Aanya,95,Female,School,Traveling,63,96,92,8,78,9,96,78,64
7721,Aarav,19,Female,School,Sports,54,47,73,30,98,15,52,52,16
7722,Aryan,96,Female,School,Reading,64,93,16,25,8,80,45,69,100
7723,Sai,10,Male,Post Graduation,Traveling,36,100,45,85,31,0,85,94,28
7729,Vihaan,23,Male,Graduation,Dancing,86,94,80,89,29,36,72,40,50
7741,Sai,84,Female,Graduation,Reading,50,68,50,62,42,25,93,34,40
7742,Myra,22,Male,School,Traveling,24,21,32,48,41,74,5,2,44
7752,Aanya,14,Female,Graduation,Reading,85,48,28,5,83,99,83,32,10
7757,Zara,34,Female,School,Writing,69,84,7,23,33,47,64,7,16
7760,Ishita,92,Female,School,Music,70,52,95,100,58,78,15,97,3
7762,Krishna,8,Female,Graduation,Writing,10,52,92,31,13,97,20,9,76
7766,Sai,13,Female,Post Graduation,Music,48,2,71,29,22,78,90,60,91
7769,Krishna,71,Female,Post Graduation,Photography,100,5,88,72,36,17,38,53,78
7772,Sanya,10,Male,School,Cooking,66,24,23,72,54,96,51,15,56
7789,Vihaan,98,Female,School,Writing,56,27,81,94,31,93,90,22,38
7793,Aarav,83,Female,Post Graduation,Sports,99,16,1,89,55,79,85,31,3
7808,Aryan,31,Female,School,Dancing,56,64,91,1,8,15,29,84,74
7813,Arjun,7,Female,Post Graduation,Cooking,82,72,14,93,15,13,47,88,35
7816,Vihaan,8,Male,School,Writing,94,20,90,48,98,47,33,5,12
7819,Aarav,45,Female,School,Painting,21,86,78,64,4,65,54,61,37
7824,Priya,74,Female,Graduation,Dancing,75,38,92,66,31,45,32,10,53
7826,Tanvi,42,Female,School,Traveling,30,69,63,1,3,8,28,9,48
7827,Zara,23,Female,Graduation,Photography,20,66,27,100,67,59,72,5,60
7828,Sanya,29,Male,School,Photography,90,46,89,3,50,31,6,30,11
7829,Riya,10,Male,Graduation,Painting,70,81,93,99,64,12,20,5,26
7847,Aryan,79,Male,Graduation,Gaming,73,28,40,46,98,57,65,84,73
7849,Priya,32,Female,School,Reading,30,60,76,33,0,42,38,81,47
7850,Ananya,94,Female,Post Graduation,Painting,43,25,44,45,26,100,42,11,35
7851,Myra,44,Female,Post Graduation,Cooking,93,53,85,65,75,13,16,8,71
7857,Tanvi,58,Male,Post Graduation,Writing,18,91,55,6,78,1,16,52,53
7871,Aarav,69,Male,School,Reading,26,73,28,35,1,11,1,53,47
7872,Kabir,48,Male,Graduation,Reading,63,6,59,5,36,61,2,89,23
7877,Aryan,90,Female,School,Reading,76,3,90,77,16,97,23,40,0
7894,Myra,21,Male,Graduation,Reading,15,3,18,89,80,21,98,53,73
7895,Diya,31,Male,School,Cooking,24,43,33,58,90,94,32,45,34
7904,Aarav,51,Female,Graduation,Traveling,38,61,10,75,66,28,83,19,8
7918,Arjun,40,Male,Graduation,Writing,73,30,43,88,14,40,94,95,25
7925,Vihaan,31,Female,Post Graduation,Reading,15,87,62,10,6,43,23,52,21
7931,Sanya,59,Female,Graduation,Gaming,74,72,39,66,13,19,17,0,38
7933,Sai,77,Male,Post Graduation,Traveling,18,50,72,37,65,19,44,60,96
7938,Diya,6,Female,Post Graduation,Writing,23,10,3,76,55,74,84,6,55
7939,Sai,27,Male,School,Gaming,78,7,69,7,87,87,15,58,99
7946,Ananya,99,Female,School,Sports,25,83,53,18,24,99,72,23,23
7961,Sai,35,Male,Graduation,Reading,96,34,35,11,51,44,46,42,16
7962,Riya,34,Male,Graduation,Sports,9,49,9,83,35,98,55,35,86
7967,Tanvi,9,Female,Graduation,Sports,26,52,29,70,72,88,54,97,30
7979,Diya,38,Female,School,Dancing,25,36,95,17,25,14,18,20,32
7984,Tanvi,93,Female,School,Dancing,53,52,100,37,76,35,81,11,20
7988,Rohan,35,Female,Graduation,Music,60,51,17,64,53,74,21,63,38
7990,Sanya,22,Female,Post Graduation,Music,9,33,99,29,58,39,2,56,79
7991,Tanvi,33,Male,Post Graduation,Dancing,21,37,0,37,46,50,55,21,64
8002,Kabir,33,Female,Graduation,Gaming,8,25,26,67,56,89,61,76,36
8008,Aanya,90,Female,Graduation,Dancing,16,56,80,56,87,79,44,61,2
8016,Ishita,53,Female,School,Sports,69,52,82,8,63,3,60,12,38
8018,Sai,11,Male,Post Graduation,Cooking,50,44,82,4,51,67,34,12,79
8029,Vihaan,9,Female,Post Graduation,Photography,60,11,26,83,69,96,72,21,51
8033,Ananya,19,Male,School,Dancing,60,97,34,39,50,56,34,24,78
8035,Ananya,8,Male,Graduation,Reading,85,3,50,69,20,66,83,24,36
8036,Aditya,82,Female,School,Dancing,82,90,0,93,11,94,90,47,92
8038,Vihaan,12,Male,School,Reading,38,10,82,22,21,78,3,97,60
8046,Aditya,78,Male,Graduation,Painting,38,90,65,48,28,16,98,50,3
8057,Aarav,14,Female,School,Photography,77,53,76,6,81,66,42,32,80
8072,Aditya,38,Female,Post Graduation,Music,33,17,20,36,54,6,85,9,16
8083,Arjun,52,Female,School,Traveling,79,11,66,100,54,13,83,83,81
8084,Sai,86,Male,Graduation,Traveling,70,4,98,91,3,28,48,49,74
8097,Vihaan,51,Male,School,Traveling,25,53,37,11,76,59,97,98,51
8115,Aanya,59,Female,Graduation,Music,64,50,38,84,95,36,12,33,46
8128,Riya,48,Male,Graduation,Gaming,6,1,3,82,94,61,56,79,60
8143,Arjun,71,Male,Post Graduation,Cooking,70,91,65,35,97,69,59,23,65
8146,Aarav,63,Male,Post Graduation,Dancing,4,3,74,86,41,64,75,79,20
8150,Arjun,79,Female,Graduation,Sports,75,72,49,91,90,30,33,49,40
8152,Aditya,61,Male,School,Painting,12,92,24,20,62,94,16,65,75
8156,Priya,77,Male,School,Cooking,91,52,69,96,74,37,99,16,94
8164,Vivaan,89,Female,Post Graduation,Cooking,99,83,76,6,56,47,25,32,84
8166,Sanya,70,Female,Post Graduation,Dancing,42,68,35,72,92,63,22,0,96
8169,Aditya,9,Female,Graduation,Reading,99,9,82,8,84,11,9,88,31
8170,Vivaan,23,Male,Graduation,Music,51,65,68,41,16,11,11,44,74
8186,Krishna,12,Female,Graduation,Painting,98,65,3,85,89,9,88,21,28
8191,Aditya,55,Male,Graduation,Photography,16,72,67,32,38,40,63,0,59
8192,Aryan,23,Male,Graduation,Music,73,51,23,82,76,53,41,2,89
8201,Ishita,44,Male,School,Sports,66,18,93,86,35,6,88,33,85
8211,Ishita,77,Male,School,Gaming,21,61,91,21,86,92,50,7,100
8215,Sai,56,Female,Post Graduation,Photography,0,91,34,70,57,33,80,83,5
8216,Kabir,2,Female,School,Reading,43,76,40,53,14,78,80,37,11
8218,Rohan,19,Female,Graduation,Photography,94,80,80,10,68,43,20,97,39
8221,Sanya,7,Male,School,Writing,91,19,34,58,71,33,89,89,39
8230,Priya,16,Male,Graduation,Music,50,78,95,99,43,26,0,94,32
8237,Vivaan,59,Male,Graduation,Reading,16,9,31,9,15,69,90,48,24
8241,Arjun,46,Male,Post Graduation,Gaming,73,61,94,23,13,93,48,42,0
8242,Vivaan,88,Female,Post Graduation,Cooking,26,21,94,85,62,36,7,2,61
8246,Vihaan,31,Male,Post Graduation,Gaming,41,7,40,27,51,48,47,46,2
8250,Aanya,62,Male,Post Graduation,Photography,70,72,35,99,54,49,56,36,87
8259,Zara,10,Female,School,Painting,28,23,86,67,14,52,89,18,51
8264,Aanya,25,Male,Graduation,Reading,46,0,85,9,4,24,44,89,36
8269,Tanvi,88,Female,Post Graduation,Writing,92,48,12,48,71,88,66,88,53
8280,Diya,53,Male,Graduation,Writing,85,99,18,31,41,4,57,82,19
8283,Kabir,90,Male,School,Dancing,21,25,81,9,66,95,38,42,69
8290,Zara,46,Male,School,Writing,25,45,86,5,7,40,28,59,83
8292,Aarav,12,Female,Post Graduation,Reading,68,90,23,8,100,74,35,83,58
8296,Vihaan,30,Male,School,Traveling,72,41,75,7,44,64,83,20,69
8297,Diya,37,Male,School,Dancing,81,7,26,89,64,74,60,72,23
8298,Zara,34,Female,Graduation,Reading,85,54,45,46,88,72,14,55,95
8299,Ananya,14,Female,Graduation,Cooking,92,17,83,24,70,26,84,73,1
8301,Vivaan,26,Male,Graduation,Traveling,64,50,25,84,23,54,42,46,57
8303,Sanya,67,Male,Graduation,Writing,94,82,35,42,24,82,11,23,29
8306,Kabir,76,Male,Post Graduation,Music,14,79,2,42,38,25,53,41,66
8320,Krishna,89,Female,School,Traveling,67,69,56,84,31,58,68,90,83
8321,Myra,89,Male,Graduation,Photography,8,6,13,29,31,44,29,17,67
8323,Aarav,99,Female,School,Reading,9,63,67,18,61,23,21,88,10
8328,Aryan,46,Male,Graduation,Cooking,34,100,48,78,32,36,2,29,41
8332,Rohan,35,Female,School,Music,78,35,74,16,78,80,63,100,19
8347,Vivaan,96,Male,Graduation,Dancing,74,5,50,36,51,68,100,10,70
8349,Riya,31,Male,School,Painting,47,76,45,89,83,13,36,44,96
8350,Krishna,22,Female,School,Dancing,9,97,95,38,24,11,11,48,66
8352,Priya,39,Male,Graduation,Photography,79,64,11,74,47,71,44,16,47
8358,Priya,30,Male,School,Photography,70,97,3,48,61,8,26,53,77
8361,Priya,15,Female,Post Graduation,Dancing,42,90,89,39,11,93,67,35,3
8372,Sanya,48,Female,Post Graduation,Cooking,79,99,68,80,48,86,74,88,100
8377,Aarav,9,Female,Post Graduation,Photography,16,54,70,20,4,38,0,78,35
8381,Sanya,9,Female,Post Graduation,Music,85,49,12,96,73,84,69,69,60
8382,Zara,79,Male,School,Traveling,89,90,70,51,49,87,80,43,46
8385,Vihaan,5,Female,School,Painting,71,37,76,31,81,93,49,91,51
8389,Riya,8,Male,School,Gaming,80,0,74,10,70,13,32,51,76
8391,Tanvi,37,Female,Post Graduation,Photography,37,42,40,7,38,21,39,44,34
8395,Aryan,49,Female,School,Music,37,51,23,82,41,33,26,21,88
8403,Aarav,28,Female,School,Sports,26,12,85,39,62,8,24,44,88
8404,Vivaan,47,Male,School,Dancing,0,2,16,17,45,56,21,60,91
8407,Ananya,92,Female,Post Graduation,Reading,81,50,32,97,81,10,22,74,93
8408,Ishita,30,Male,Graduation,Sports,47,49,62,76,18,90,59,5,66
8409,Priya,18,Female,Graduation,Traveling,61,92,34,57,99,42,46,63,81
8410,Aanya,38,Female,Graduation,Music,64,90,85,10,93,72,54,63,82
8411,Sanya,43,Female,Graduation,Dancing,70,32,56,63,38,84,54,43,87
8427,Zara,14,Male,School,Reading,40,50,94,57,8,83,64,65,67
8440,Ananya,65,Female,Graduation,Painting,84,64,97,18,90,25,38,63,75
8441,Aarav,46,Female,School,Traveling,61,57,92,14,36,95,48,84,26
8444,Krishna,4,Male,Post Graduation,Music,9,6,76,18,73,96,27,95,93
8450,Krishna,44,Female,School,Photography,40,94,96,6,56,71,59,8,79
8455,Aanya,5,Female,School,Reading,36,69,88,63,81,72,61,45,89
8456,Vivaan,2,Female,Post Graduation,Writing,22,10,31,89,81,29,52,44,97
8459,Riya,8,Male,Graduation,Writing,30,4,13,95,22,15,86,23,11
8471,Priya,7,Male,Post Graduation,Reading,50,50,67,93,85,76,31,96,46
8474,Riya,76,Male,Post Graduation,Cooking,91,85,57,27,89,33,13,95,96
8478,Aryan,72,Male,Post Graduation,Writing,44,81,94,36,89,57,94,100,40
8484,Aanya,25,Female,School,Dancing,20,54,65,74,15,59,56,19,24
8493,Aryan,27,Female,School,Music,32,94,95,68,65,42,53,10,12
8501,Priya,54,Male,Post Graduation,Traveling,5,78,86,29,89,12,65,57,76
8506,Krishna,37,Female,Post Graduation,Dancing,81,60,70,9,72,100,52,99,32
8507,Diya,75,Male,School,Cooking,97,52,62,99,88,4,74,50,70
8518,Priya,72,Male,School,Gaming,2,77,56,32,59,55,84,82,50
8521,Vihaan,67,Male,Post Graduation,Gaming,55,55,2,76,51,98,66,63,99
8526,Kabir,66,Male,Graduation,Traveling,10,67,18,14,94,49,17,74,17
8528,Sai,32,Female,Graduation,Traveling,46,73,3,52,13,90,47,5,60
8529,Aditya,3,Male,Graduation,Writing,78,87,25,11,82,79,42,13,82
8539,Priya,50,Female,School,Sports,80,33,3,64,93,50,96,37,30
8540,Diya,48,Male,Post Graduation,Cooking,100,76,79,9,89,72,57,38,58
8551,Myra,75,Male,School,Cooking,30,8,9,15,19,87,81,78,87
8556,Diya,56,Female,Graduation,Traveling,65,21,47,38,24,34,54,3,62
8571,Sanya,95,Male,Graduation,Gaming,38,87,56,27,18,93,92,35,91
8576,Tanvi,92,Female,Post Graduation,Music,69,62,61,100,48,95,41,1,100
8578,Zara,30,Female,Post Graduation,Music,17,48,59,46,93,25,100,54,91
8583,Sai,15,Female,Post Graduation,Dancing,91,70,72,22,13,7,67,82,69
8584,Rohan,1,Female,Graduation,Traveling,70,48,70,31,12,23,80,88,38
8585,Arjun,92,Female,School,Photography,57,95,39,44,77,51,14,1,98
8588,Ananya,16,Male,Graduation,Dancing,93,59,50,42,22,85,6,11,28
8600,Zara,80,Male,Graduation,Sports,42,63,85,85,30,98,84,67,46
8601,Sanya,12,Male,School,Music,65,40,45,83,99,7,70,59,5
8602,Ananya,57,Male,Graduation,Photography,82,50,74,11,7,61,53,10,26
8618,Priya,68,Female,School,Cooking,6,75,74,50,87,59,68,89,46
8623,Arjun,39,Male,School,Sports,89,55,48,72,27,26,61,96,38
8624,Riya,50,Male,Post Graduation,Sports,6,1,26,57,25,21,60,85,98
8643,Arjun,72,Male,School,Gaming,50,74,34,75,29,53,53,26,37
8648,Ananya,84,Female,School,Reading,82,14,42,100,9,8,58,12,93
8660,Myra,45,Female,School,Reading,71,17,55,27,41,14,76,29,47
8661,Aanya,93,Male,Post Graduation,Sports,46,63,95,29,13,80,15,59,38
8666,Kabir,94,Male,School,Cooking,44,16,20,48,56,58,91,77,53
8676,Sai,27,Male,Post Graduation,Painting,5,90,52,92,38,19,42,57,3
8679,Kabir,8,Male,Post Graduation,Cooking,80,84,57,71,9,78,11,55,20
8686,Arjun,20,Female,Post Graduation,Traveling,85,93,70,54,23,37,65,39,27
8689,Krishna,79,Male,Post Graduation,Painting,4,43,16,13,64,29,26,74,27
8693,Ananya,26,Male,Post Graduation,Dancing,71,6,0,43,50,25,37,48,91
8697,Aanya,89,Female,Post Graduation,Dancing,84,52,40,89,68,29,32,24,44
8707,Aryan,22,Male,Post Graduation,Sports,25,61,20,15,31,66,54,45,0
8711,Aarav,77,Female,Post Graduation,Gaming,34,24,41,35,13,13,42,54,92
8715,Aanya,65,Male,Graduation,Reading,18,5,29,91,85,35,30,77,13
8720,Priya,82,Male,Graduation,Traveling,77,4,86,90,70,88,41,71,70
8728,Diya,93,Male,Post Graduation,Traveling,96,86,34,63,34,83,86,100,74
8737,Kabir,96,Male,Graduation,Traveling,74,55,48,73,95,69,13,24,45
8738,Krishna,68,Male,Post Graduation,Painting,61,30,15,12,73,9,94,92,15
8745,Vivaan,16,Female,School,Reading,70,25,29,79,45,38,33,56,100
8746,Vihaan,47,Male,Graduation,Music,2,73,55,60,68,30,2,68,65
8748,Vihaan,51,Female,Graduation,Writing,21,80,72,72,66,27,49,72,64
8749,Ishita,5,Female,School,Sports,11,32,29,27,23,84,62,56,15
8757,Arjun,65,Male,Graduation,Painting,35,97,9,58,55,71,23,47,35
8759,Myra,50,Female,Post Graduation,Sports,2,29,82,100,74,35,73,43,93
8770,Krishna,19,Female,Post Graduation,Gaming,87,75,75,30,33,83,88,25,7
8777,Diya,92,Female,Graduation,Painting,52,84,50,44,15,76,50,49,40
